114/12/04,一、日期 ： 中華民國114年12月3日（星期三）0600時至12月4日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次（進入西南空域2架次）及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/10,中共解放軍臺海周邊海、空域動態 發布時間：112年8月10日0900時 一、日期： 中華民國112年8月9日（星期三）0600時至8月10日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機33架次(其中逾越海峽中線及其延伸線進入西南空域10架次)、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/09,中共解放軍臺海周邊海、空域動態 發布時間：112年8月9日0900時 一、日期： 中華民國112年8月8日（星期二）0600時至8月9日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次(其中逾越海峽中線及東南空域2架次)、共艦5艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/08,中共解放軍臺海周邊海、空域動態 發布時間：112年8月8日0900時 一、日期： 中華民國112年8月7日（星期一）0600時至8月8 日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次(其中進入西南空域1架次)、共艦5艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/07,中共解放軍臺海周邊海、空域動態 發布時間：112年8月7日0900時 一、日期： 中華民國112年8月6日（星期日）0600時至8月7 日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機24架次(其中逾越海峽中線及其延伸線進入西南空域12架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/06,中共解放軍臺海周邊海、空域動態 發布時間：112年8月6日0900時 一、日期： 中華民國112年8月5日（星期六）0600時至8月6日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機9架次(其中進入西南空域2架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/05,中共解放軍臺海周邊海、空域動態 發布時間：112年8月5日0900時 一、日期： 中華民國112年8月4日（星期五）0600時至8月5日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機6架次(其中逾越海峽中線及其延伸線進入西南空域2架次)、共艦9艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/04,中共解放軍臺海周邊海、空域動態 發布時間：112年8月4日0900時 一、日期： 中華民國112年8月3日（星期四）0600時至8月4日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機14架次(其中逾越海峽中線及其延伸線進入西南空域4架次)、共艦11艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/03,中共解放軍臺海周邊海、空域動態 發布時間：112年8月3日0900時 一、日期： 中華民國112年8月2日（星期三）0600時至8月3日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機15架次(其中進入西南空域5架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/08/02,中共解放軍臺海周邊海、空域動態 發布時間：112年8月2日0900時 一、日期： 中華民國112年8月1日（星期二）0600時至8月2日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機4架次、艦10艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、上述期間共機無逾越海峽中線及西南空域，故無提供航跡圖。
112/08/01,中共解放軍臺海周邊海、空域動態 發布時間：112年8月1日0900時 一、日期： 中華民國112年7月31日（星期一）0600時至8月1日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機5架次(其中進入西南空域1架次)、共艦10艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/31,中共解放軍臺海周邊海、空域動態 發布時間：112年7月31日0900時 一、日期： 中華民國112年7月30日（星期日）0600時至7月31日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機13架次(其中逾越海峽中線6架次)、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/30,中共解放軍臺海周邊海、空域動態 發布時間：112年7月30日0900時 一、日期： 中華民國112年7月29日（星期六）0600時至7月30日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共艦6艘次，持續在臺海周邊活動。國軍運用任務艦及岸置飛彈系統嚴密監控與應處。 三、上述期間無共機逾越海峽中線及西南空域，故無提供航跡圖。
112/07/29,中共解放軍臺海周邊海、空域動態 發布時間：112年7月29日0900時 一、日期： 中華民國112年7月28日（星期五）0600時至7月29日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共艦2艘次，持續在臺海周邊活動。國軍運用任務艦及岸置飛彈系統嚴密監控與應處。 三、上述期間無共機逾越海峽中線及西南空域，故無提供航跡圖。
112/07/28,中共解放軍臺海周邊海、空域動態 發布時間：112年7月28日0900時 一、日期： 中華民國112年7月27日（星期四）0600時至7月28日（星期五）0600時止。 二、活動動態： 迄0600時止，無偵獲共機丶共艦在臺海周邊活動。
112/07/27,中共解放軍臺海周邊海、空域動態 發布時間：112年7月27日0900時 一、日期： 中華民國112年7月26日（星期三）0600時至7月27日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機5架次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、上述期間共機無逾越海峽中線及西南空域，故無提供航跡圖。
112/07/26,一、日期： 中華民國112年7月25日（星期二）0600時至7月26日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機13架次(其中進入西南空域3架次)，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/25,中共解放軍臺海周邊海、空域動態 發布時間：112年7月25日0900時 一、日期： 中華民國112年7月24日（星期一）0600時至7月25日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機25架次(其中逾越海峽中線及其延伸線進入西南及東南空域10架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/24,中共解放軍臺海周邊海、空域動態 發布時間：112年7月24日0900時 一、日期： 中華民國112年7月23日（星期日）0600時至7月24日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次(其中進入西南空域4架次)、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/23,中共解放軍臺海周邊海、空域動態 發布時間：112年7月23日0900時 一、日期： 中華民國112年7月22日（星期六）0600時至7月23日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次(其中進入西南及東部空域2架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/22,中共解放軍臺海周邊海、空域動態 發布時間：112年7月22日0900時 一、日期： 中華民國112年7月21日（星期五）0600時至7月22日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機37架次(其中逾越海峽中線及其延伸線進入西南及東部空域22架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/21,中共解放軍臺海周邊海、空域動態 發布時間：112年7月21日0900時 一、日期： 中華民國112年7月20日（星期四）0600時至7月21日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機26架次(其中逾越海峽中線及其延伸線進入西南及東部空域13架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/20,中共解放軍臺海周邊海、空域動態 發布時間：112年7月20日0900時 一、日期： 中華民國112年7月19日（星期三）0600時至7月20日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次(其中進入東北及東南空域2架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/07/19,一、日期： 中華民國112年7月18日（星期二）0600時至7月19日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、上述期間共機無逾越海峽中線及西南空域，故無提供航跡圖。
112/07/18,中共解放軍臺海周邊海、空域動態 發布時間：112年7月18日0900時 一、日期： 中華民國112年7月17日（星期一）0600時至7月18日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機4架次、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、上述期間共機無逾越海峽中線及西南空域，故無提供航跡圖。
112/07/17,中共解放軍臺海周邊海、空域動態 發布時間：112年7月17日0900時 一、日期： 中華民國112年7月16日（星期日）0600時至7月17日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、上述期間共機無逾越海峽中線及西南空域，故無提供航跡圖。
112/07/16,中共解放軍臺海周邊海、空域動態 發布時間：112年7月16日0900時 一、日期： 中華民國112年7月15日（星期六）0600時至7月16日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次、共艦5艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、上述期間共機無逾越海峽中線及西南空域，故無提供航跡圖。
112/07/15,中共解放軍臺海周邊海、空域動態 發布時間：112年7月15日0900時 一、日期： 中華民國112年7月14日（星期五）0600時至7月15日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機15架次(其中進入西南空域3架次)、共艦16艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
